price_date,close_price
2019-05-28,80.3329
2019-05-29,78.0278
2019-05-30,78.4136
2019-05-31,76.5287
2019-06-03,77.3422
2019-06-04,80.9732
2019-06-05,82.0644
2019-06-06,81.7966
2019-06-07,82.749
2019-06-10,81.9256
2019-06-11,82.6002
2019-06-12,81.9752
2019-06-13,82.9474
2019-06-14,82.7787
2019-06-17,81.4593
2019-06-18,83.6319
2019-06-19,82.8879
2019-06-20,84.5645
2019-06-21,85.0704
2019-06-24,83.8303
2019-06-25,81.9652
2019-06-26,81.8958
2019-06-27,82.997
2019-06-28,83.2847
2019-07-01,84.7331
2019-07-02,84.2867
2019-07-03,85.5169
2019-07-05,86.132
2019-07-08,87.7788
2019-07-09,87.3423
2019-07-10,86.747
2019-07-11,87.5903
2019-07-12,88.4137
2019-07-15,88.7709
2019-07-16,87.8978
2019-07-17,86.8066
2019-07-18,86.747
2019-07-19,85.8641
2019-07-22,85.2887
2019-07-23,86.0129
2019-07-24,86.0129
2019-07-25,86.5883
2019-07-26,86.8463
2019-07-29,86.9256
2019-07-30,86.5089
2019-07-31,85.3482
2019-08-01,82.4613
2019-08-02,80.497
2019-08-05,78.3442
2019-08-06,80.6557
2019-08-07,80.6359
2019-08-08,82.3422
2019-08-09,81.3303
2019-08-12,81.0029
2019-08-13,82.6597
2019-08-14,80.3878
2019-08-15,78.8799
2019-08-16,79.6438
2019-08-19,80.487
2019-08-20,79.8918
2019-08-21,82.0843
2019-08-22,82.6498
2019-08-23,79.8025
2019-08-26,81.5982
2019-08-27,81.3799
2019-08-28,82.8184
2019-08-29,84.7034
2019-08-30,84.0469
2019-09-03,84.216
2019-09-04,85.887
2019-09-05,87.9459
2019-09-06,88.2144
2019-09-09,88.1945
2019-09-10,86.3644
2019-09-11,86.2848
2019-09-12,87.1999
2019-09-13,86.8518
2019-09-16,86.802
2019-09-17,87.1203
2019-09-18,87.6077
2019-09-19,87.2297
2019-09-20,86.2152
2019-09-23,87.2198
2019-09-24,86.7125
2019-09-25,90.3231
2019-09-26,91.6758
2019-09-27,91.815
2019-09-30,93.4164
2019-10-01,91.7852
2019-10-02,90.9994
2019-10-03,91.7255
2019-10-04,92.5709
2019-10-07,92.6704
2019-10-08,91.258
2019-10-09,92.0239
2019-10-10,92.5013
2019-10-11,93.3766
2019-10-14,94.3712
2019-10-15,94.2817
2019-10-16,94.3712
2019-10-17,95.0476
2019-10-18,95.5847
2019-10-21,95.7041
2019-10-22,95.0874
2019-10-23,91.825
2019-10-24,91.0094
2019-10-25,90.4325
2019-10-28,90.3628
2019-10-29,88.8013
2019-10-30,89.7064
2019-10-31,89.0698
2019-11-01,88.7018
2019-11-04,89.3782
2019-11-05,89.398
2019-11-06,89.0002
2019-11-07,89.9153
2019-11-08,89.3284
2019-11-11,89.5671
2019-11-12,89.0201
2019-11-13,90.8005
2019-11-14,90.7806
2019-11-15,92.5411
2019-11-18,93.675
2019-11-19,93.108
2019-11-20,92.5511
2019-11-21,91.6658
2019-11-22,92.8395
2019-11-25,92.4019
2019-11-26,92.8296
2019-11-27,93.6352
2019-11-29,93.2313
2019-12-02,93.3011
2019-12-03,92.2042
2019-12-04,93.4607
2019-12-05,95.525
2019-12-06,96.7316
2019-12-09,96.3626
2019-12-10,96.7416
2019-12-11,96.9111
2019-12-12,97.4496
2019-12-13,97.4995
2019-12-16,98.5366
2019-12-17,99.3743
2019-12-18,100.2917
2019-12-19,100.8701
2019-12-20,99.6834
2019-12-23,99.7632
2019-12-24,99.8629
2019-12-26,100.4314
2019-12-27,101.289
2019-12-30,100.5211
2019-12-31,101.0297
