price_date,close_price
2019-06-11,169.2513
2019-06-12,170.5233
2019-06-13,168.2973
2019-06-14,168.6053
2019-06-17,168.506
2019-06-18,168.2277
2019-06-19,169.629
2019-06-20,172.66
2019-06-21,172.3619
2019-06-24,172.7693
2019-06-25,170.2153
2019-06-26,169.9967
2019-06-27,170.1656
2019-06-28,172.4712
2019-07-01,172.8587
2019-07-02,174.1904
2019-07-03,175.7705
2019-07-05,175.5619
2019-07-08,175.0948
2019-07-09,176.6252
2019-07-10,178.1954
2019-07-11,179.6165
2019-07-12,179.209
2019-07-15,179.4475
2019-07-16,178.1954
2019-07-17,178.0363
2019-07-18,179.4078
2019-07-19,178.1258
2019-07-22,179.4475
2019-07-23,179.7755
2019-07-24,182.1904
2019-07-25,180.4612
2019-07-26,182.5481
2019-07-29,182.0711
2019-07-30,180.4016
2019-07-31,176.8935
2019-08-01,178.0562
2019-08-02,176.3171
2019-08-05,167.8103
2019-08-06,171.4078
2019-08-07,174.2302
2019-08-08,178.7817
2019-08-09,177.937
2019-08-12,175.2438
2019-08-13,177.4997
2019-08-14,172.4314
2019-08-15,175.427
2019-08-16,177.3776
2019-08-19,178.8804
2019-08-20,178.3828
2019-08-21,180.0747
2019-08-22,179.2287
2019-08-23,174.392
2019-08-26,176.7407
2019-08-27,177.5269
2019-08-28,177.8155
2019-08-29,180.3036
2019-08-30,179.9553
2019-09-03,178.343
2019-09-04,180.9007
2019-09-05,183.8466
2019-09-06,184.8517
2019-09-09,180.6818
2019-09-10,175.5067
2019-09-11,174.1432
2019-09-12,177.1288
2019-09-13,176.4222
2019-09-16,175.2678
2019-09-17,175.6062
2019-09-18,174.4517
2019-09-19,175.1185
2019-09-20,173.2276
2019-09-23,174.0735
2019-09-24,173.6456
2019-09-25,174.4418
2019-09-26,174.81
2019-09-27,173.1679
2019-09-30,171.1874
2019-10-01,173.4565
2019-10-02,169.0178
2019-10-03,172.0433
2019-10-04,175.1384
2019-10-07,174.0636
2019-10-08,171.5954
2019-10-09,174.0437
2019-10-10,174.0437
2019-10-11,176.2132
2019-10-14,176.5118
2019-10-15,177.8952
2019-10-16,177.0194
2019-10-17,177.0891
2019-10-18,174.8697
2019-10-21,175.5862
2019-10-22,170.0429
2019-10-23,170.5007
2019-10-24,175.3176
2019-10-25,176.9995
2019-10-28,178.9799
2019-10-29,176.7805
2019-10-30,178.3928
2019-10-31,178.0046
2019-11-01,180.0647
2019-11-04,178.0942
2019-11-05,175.5266
2019-11-06,175.9246
2019-11-07,177.5767
2019-11-08,178.1141
2019-11-11,178.6814
2019-11-12,178.8804
2019-11-13,178.552
2019-11-14,179.19
2019-11-15,179.2099
2019-11-18,179.1003
2019-11-19,182.2006
2019-11-20,181.0941
2019-11-21,179.3296
2019-11-22,178.9109
2019-11-25,180.4062
2019-11-26,181.9813
2019-11-27,183.7956
2019-11-29,183.9352
2019-12-02,181.2236
2019-12-03,181.3333
2019-12-04,180.0374
2019-12-05,181.3233
2019-12-06,181.6025
2019-12-09,182.3501
2019-12-10,181.6922
2019-12-11,181.443
2019-12-12,182.071
2019-12-13,184.5632
2019-12-16,185.6598
2019-12-17,184.942
2019-12-18,184.324
2019-12-19,185.9588
2019-12-20,187.4143
2019-12-23,186.4972
2019-12-24,186.9857
2019-12-26,188.5707
2019-12-27,188.8
2019-12-30,187.2448
2019-12-31,187.3146
