price_date,close_price
2019-06-18,196.1095
2019-06-19,195.5364
2019-06-20,197.1076
2019-06-21,196.4356
2019-06-24,196.238
2019-06-25,193.2635
2019-06-26,197.4436
2019-06-27,197.3843
2019-06-28,195.5858
2019-07-01,199.173
2019-07-02,200.3391
2019-07-03,201.9992
2019-07-05,201.8214
2019-07-08,197.661
2019-07-09,198.8666
2019-07-10,200.8332
2019-07-11,199.3706
2019-07-12,200.9023
2019-07-15,202.7898
2019-07-16,202.0882
2019-07-17,200.9517
2019-07-18,203.2345
2019-07-19,200.2007
2019-07-22,204.7761
2019-07-23,206.377
2019-07-24,206.209
2019-07-25,204.5785
2019-07-26,205.29
2019-07-29,207.2071
2019-07-30,206.3177
2019-07-31,210.5275
2019-08-01,205.9718
2019-08-02,201.6138
2019-08-05,191.0598
2019-08-06,194.6766
2019-08-07,196.6926
2019-08-08,201.0308
2019-08-09,199.3742
2019-08-12,198.8683
2019-08-13,207.2901
2019-08-14,201.1201
2019-08-15,200.1182
2019-08-16,204.8399
2019-08-19,208.659
2019-08-20,208.6689
2019-08-21,210.9306
2019-08-22,210.752
2019-08-23,201.011
2019-08-26,204.83
2019-08-27,202.5187
2019-08-28,203.8777
2019-08-29,207.3297
2019-08-30,207.0619
2019-09-03,204.0463
2019-09-04,207.5083
2019-09-05,211.5654
2019-09-06,211.5456
2019-09-09,212.4483
2019-09-10,214.9579
2019-09-11,221.7925
2019-09-12,221.2966
2019-09-13,216.9915
2019-09-16,218.1322
2019-09-17,218.9258
2019-09-18,220.9791
2019-09-19,219.1837
2019-09-20,215.9796
2019-09-23,216.9617
2019-09-24,215.93
2019-09-25,219.2531
2019-09-26,218.1223
2019-09-27,217.0609
2019-09-30,222.1695
2019-10-01,222.7845
2019-10-02,217.1998
2019-10-03,219.0448
2019-10-04,225.185
2019-10-07,225.2346
2019-10-08,222.596
2019-10-09,225.2049
2019-10-10,228.2403
2019-10-11,234.3111
2019-10-14,233.9738
2019-10-15,233.4283
2019-10-16,232.4859
2019-10-17,233.3886
2019-10-18,234.5095
2019-10-21,238.5765
2019-10-22,238.0309
2019-10-23,241.2251
2019-10-24,241.6218
2019-10-25,244.5977
2019-10-28,247.0479
2019-10-29,241.3342
2019-10-30,241.3044
2019-10-31,246.7602
2019-11-01,253.7634
2019-11-04,255.4299
2019-11-05,255.0629
2019-11-06,255.172
2019-11-07,258.117
2019-11-08,258.8235
2019-11-11,260.873
2019-11-12,260.6342
2019-11-13,263.1315
2019-11-14,261.3108
2019-11-15,264.415
2019-11-18,265.7482
2019-11-19,264.9423
2019-11-20,261.858
2019-11-21,260.684
2019-11-22,260.4551
2019-11-25,265.0219
2019-11-26,262.9524
2019-11-27,266.4845
2019-11-29,265.8975
2019-12-02,262.8231
2019-12-03,258.137
2019-12-04,260.4153
2019-12-05,264.2359
2019-12-06,269.3399
2019-12-09,265.5691
2019-12-10,267.1212
2019-12-11,269.3997
2019-12-12,270.0862
2019-12-13,273.7575
2019-12-16,278.4436
2019-12-17,278.9909
2019-12-18,278.3242
2019-12-19,278.6028
2019-12-20,278.0258
2019-12-23,282.5627
2019-12-24,282.8313
2019-12-26,288.4428
2019-12-27,288.3333
2019-12-30,290.0446
2019-12-31,292.1638
